time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-10-27T01:26:16.840Z,34.8598333,-116.339,5.11,3.3,ml,65,42,0.03054,0.16,ci,ci39445839,2021-01-09T20:05:29.040Z,"22km NW of Ludlow, CA",earthquake,0.1,0.31,0.15,286,reviewed,ci,ci
2020-10-26T20:01:09.015Z,43.7821,-105.3199,0,3.6,ml,,82,0.987,0.26,us,us6000cdga,2021-01-09T20:05:29.040Z,"14 km ENE of Wright, Wyoming",mining explosion,4.6,1.8,0.051,51,reviewed,us,us
2020-10-26T06:08:57.226Z,38.6838,-97.0718,5,3,mb_lg,,41,0.551,1.04,us,us6000cd6r,2021-01-09T20:05:27.040Z,"0 km SSE of Hope, Kansas",earthquake,3.5,1.7,0.05,103,reviewed,us,us
2020-10-24T19:37:44.702Z,44.307,-115.1719,16.37,3.6,mwr,,64,0.272,0.69,us,us6000ccq4,2021-01-09T20:05:24.040Z,"21 km WNW of Stanley, Idaho",earthquake,2.4,9.6,0.075,17,reviewed,us,us
2020-10-24T02:49:00.783Z,38.7205,-97.0628,5,3,mb_lg,,89,0.519,0.44,us,us6000cce9,2021-01-09T20:05:22.040Z,"3 km NNE of Hope, Kansas",earthquake,4.2,2,0.049,107,reviewed,us,us
2020-10-23T18:07:25.969Z,43.8221,-105.2842,0,3.5,ml,,59,0.949,0.74,us,us6000cc8i,2021-01-09T20:05:22.040Z,"18 km ENE of Wright, Wyoming",mining explosion,6.4,1.7,0.044,68,reviewed,us,us
2020-10-23T04:08:12.289Z,36.874,-97.44683333,7.56,3.32,ml,96,97,0,0.22,ok,ok2020uvdc,2021-01-09T20:05:20.040Z,"7 km N of Nardin, Oklahoma",earthquake,,0.6,0.2,35,reviewed,ok,ok
2020-10-23T01:17:33.130Z,36.87433333,-97.4485,7.76,3.22,ml,99,96,0,0.24,ok,ok2020uuxm,2021-01-09T20:05:20.040Z,"7 km N of Nardin, Oklahoma",earthquake,,0.7,0.19,36,reviewed,ok,ok
2020-10-22T20:59:26.460Z,33.2,-115.5845,3.03,3.91,mw,101,37,0.03445,0.26,ci,ci39442103,2021-10-04T22:40:50.490Z,"8km SW of Niland, CA",earthquake,0.14,0.24,,6,reviewed,ci,ci
2020-10-22T09:19:35.090Z,34.863,-116.3423333,5.24,3.3,ml,29,70,0.03406,0.15,ci,ci39441199,2021-01-09T20:05:18.040Z,"23km NW of Ludlow, CA",earthquake,0.16,0.46,0.176,167,reviewed,ci,ci
2020-10-22T04:37:08.650Z,36.3645,-97.3445,6.95,3.1,ml,91,36,0,0.3508335803,ok,ok2020utio,2021-01-09T20:05:17.040Z,"9 km NNW of Perry, Oklahoma",earthquake,,0.5,0.26,37,reviewed,ok,ok
2020-10-21T14:33:28.399Z,36.2765,-97.49833333,7.31,3.17,ml,92,28,0,0.24,ok,ok2020usgs,2021-01-09T20:05:16.040Z,"3 km W of Lucien, Oklahoma",earthquake,,0.6,0.24,41,reviewed,ok,ok
2020-10-20T10:30:46.070Z,33.0053333,-116.2895,7.14,3.44,ml,115,38,0.05192,0.2,ci,ci39669176,2020-12-29T23:08:02.040Z,"21km SW of Ocotillo Wells, CA",earthquake,0.11,0.44,0.142,186,reviewed,ci,ci
2020-10-19T17:21:37.810Z,34.8663333,-116.3368333,5.06,3.11,ml,67,28,0.03688,0.25,ci,ci39668384,2020-12-29T23:07:43.040Z,"23km NW of Ludlow, CA",earthquake,0.16,31.61,0.165,239,reviewed,ci,ci
2020-10-19T03:34:43.950Z,34.8621667,-116.3395,4.84,3.47,mw,87,38,0.0329,0.15,ci,ci39667688,2020-12-29T23:07:37.040Z,"23km NW of Ludlow, CA",earthquake,0.08,0.22,,6,reviewed,ci,ci
2020-10-18T03:37:31.934Z,44.5637,-115.1648,10,3.1,ml,,37,0.491,0.73,us,us6000c936,2020-12-29T23:07:34.040Z,"42 km NNW of Stanley, Idaho",earthquake,1.5,2,0.041,78,reviewed,us,us
2020-10-15T20:09:52.702Z,43.6296,-105.2931,0,3.2,ml,,76,1.033,0.62,us,us6000cal7,2020-12-29T23:07:24.040Z,"20 km SE of Wright, Wyoming",mining explosion,4.8,1.6,0.057,41,reviewed,us,us
2020-10-15T00:36:45.610Z,39.71,-110.7126667,-3.15,3.34,ml,25,49,0.03067,0.22,uu,uu60414477,2021-05-05T19:04:52.750Z,"8 km ENE of Kenilworth, Utah",earthquake,0.33,0.92,0.232,23,reviewed,uu,uu
2020-10-13T16:08:41.471Z,35.1828,-111.5011,5,3.3,ml,,43,0.213,0.76,us,us6000c81w,2020-12-19T17:22:51.040Z,"13 km E of Flagstaff, Arizona",earthquake,2.4,1.8,0.033,118,reviewed,us,us
2020-10-12T20:12:15.232Z,43.6674,-105.3248,0,3.1,ml,,120,1.036,0.43,us,us6000c8t0,2020-12-19T17:22:55.040Z,"16 km SE of Wright, Wyoming",mining explosion,4,1.8,0.074,24,reviewed,us,us
2020-10-11T22:05:46.927Z,44.3262,-115.0756,10,3.1,ml,,63,0.336,0.48,us,us6000c7lr,2020-12-19T17:22:46.040Z,"16 km NW of Stanley, Idaho",earthquake,2,2,0.038,90,reviewed,us,us
2020-10-07T20:18:33.991Z,43.7673,-105.3883,0,3.6,ml,,81,1.038,0.31,us,us6000c6jc,2020-12-19T17:22:38.040Z,"8 km ENE of Wright, Wyoming",mining explosion,7.5,1.7,0.054,45,reviewed,us,us
2020-10-06T08:50:55.200Z,33.0406667,-115.5778333,11.03,3.02,ml,52,48,0.004182,0.3,ci,ci39653920,2020-12-12T22:28:42.040Z,"4km E of Westmorland, CA",earthquake,0.27,0.57,0.168,43,reviewed,ci,ci
2020-10-03T23:26:59.940Z,33.0223333,-115.5861667,12.8,3.62,mw,61,48,0.01628,0.26,ci,ci39651784,2020-12-12T22:28:38.040Z,"4km ESE of Westmorland, CA",earthquake,0.2,0.63,,4,reviewed,ci,ci
2020-10-03T11:47:43.960Z,38.092,-112.4198333,8.34,4.42,ml,37,41,0.4559,0.21,uu,uu60412957,2021-05-05T19:12:26.576Z,"15 km SW of Circleville, Utah",earthquake,0.34,0.69,0.151,23,reviewed,uu,uu
2020-10-03T00:38:30.811Z,44.2766,-115.4173,10,3,ml,,54,0.164,0.81,us,us6000c52g,2020-12-12T22:28:36.040Z,"southern Idaho",earthquake,1.3,2,0.034,114,reviewed,us,us
2020-10-02T21:05:42.831Z,45.8061,-106.5969,0,3.1,ml,,116,0.92,1.02,us,us6000c50f,2020-12-12T22:28:36.040Z,"8 km SSE of Colstrip, Montana",mining explosion,4.3,1.3,0.06,36,reviewed,us,us
2020-10-02T06:08:50.640Z,33.0601667,-115.5716667,3.92,3.66,mw,65,48,0.02348,0.25,ci,ci39649056,2020-12-12T22:28:34.040Z,"5km ENE of Westmorland, CA",earthquake,0.17,0.32,,4,reviewed,ci,ci
2020-10-02T06:08:28.090Z,33.0691667,-115.5726667,5.63,3.71,ml,50,47,0.03178,0.26,ci,ci39649048,2021-02-19T19:22:56.073Z,"6km NE of Westmorland, CA",earthquake,0.22,0.46,0.121,80,reviewed,ci,ci
2020-10-02T06:08:19.880Z,33.0681667,-115.5708333,11.17,3.4,ml,59,48,0.03124,0.26,ci,ci39649040,2020-12-12T22:28:34.040Z,"6km NE of Westmorland, CA",earthquake,0.21,0.42,0.158,54,reviewed,ci,ci
2020-10-02T02:10:44.830Z,33.0658333,-115.5753333,10.79,3.22,ml,91,48,0.02805,0.27,ci,ci39648480,2020-12-12T22:28:33.040Z,"5km NE of Westmorland, CA",earthquake,0.16,0.35,0.135,230,reviewed,ci,ci
2020-10-01T22:47:30.980Z,33.0595,-115.5815,10.86,3.87,mw,61,47,0.02118,0.26,ci,ci39647856,2020-12-12T22:28:31.040Z,"4km ENE of Westmorland, CA",earthquake,0.21,0.45,,4,reviewed,ci,ci
2020-10-01T21:22:42.500Z,33.0653333,-115.5791667,6.74,3.03,ml,74,47,0.0271,0.27,ci,ci39647568,2020-12-12T22:28:31.040Z,"5km NE of Westmorland, CA",earthquake,0.16,0.39,0.14,169,reviewed,ci,ci
2020-10-01T17:21:46.223Z,47.6049,-92.5061,0,3.1,ml,,83,0.762,1.14,us,us6000c41z,2020-12-12T22:28:30.040Z,"9 km NNE of Virginia, Minnesota",mining explosion,5.2,2,0.105,12,reviewed,us,us
2020-10-01T15:21:41.510Z,33.0743333,-115.5693333,4.77,3.17,ml,85,47,0.03749,0.28,ci,ci39646520,2020-12-12T22:28:30.040Z,"6km NE of Westmorland, CA",earthquake,0.17,0.43,0.164,193,reviewed,ci,ci
2020-10-01T15:00:50.320Z,33.0633333,-115.5773333,4.02,3.03,ml,40,55,0.0253,0.24,ci,ci37457525,2020-10-08T18:20:02.473Z,"5km NE of Westmorland, CA",earthquake,0.22,0.36,0.189,67,reviewed,ci,ci
2020-10-01T14:46:42.020Z,33.0626667,-115.577,10.06,3.62,mw,57,48,0.02469,0.27,ci,ci39646376,2020-12-12T22:28:30.040Z,"5km NE of Westmorland, CA",earthquake,0.2,0.51,,4,reviewed,ci,ci
2020-10-01T13:35:39.460Z,33.067,-115.5781667,9.22,3.42,ml,84,47,0.02883,0.28,ci,ci39646224,2020-12-12T22:28:29.040Z,"5km NE of Westmorland, CA",earthquake,0.19,0.51,0.141,243,reviewed,ci,ci
2020-10-01T13:23:13.960Z,33.0628333,-115.572,10.07,3.22,ml,55,49,0.02588,0.23,ci,ci39646168,2020-12-12T22:28:29.040Z,"5km ENE of Westmorland, CA",earthquake,0.18,0.46,0.152,68,reviewed,ci,ci
2020-10-01T12:58:45.045Z,44.5257,-115.202,8.62,3.1,ml,,29,0.446,0.85,us,us6000c3wh,2020-12-12T22:28:29.040Z,"40 km NNW of Stanley, Idaho",earthquake,2.4,10.5,0.045,66,reviewed,us,us
2020-10-01T12:46:38.210Z,33.0648333,-115.5765,10.72,3.5,ml,59,48,0.02689,0.23,ci,ci39646032,2020-12-12T22:28:29.040Z,"5km NE of Westmorland, CA",earthquake,0.18,0.45,0.135,255,reviewed,ci,ci
2020-10-01T07:10:24.250Z,33.0713333,-115.6,10.4,3.01,ml,58,39,0.03631,0.24,ci,ci39644672,2020-12-12T22:28:28.040Z,"4km NNE of Westmorland, CA",earthquake,0.19,0.43,0.133,87,reviewed,ci,ci
2020-10-01T06:57:58.240Z,33.0613333,-115.5931667,10.42,3.46,mw,60,44,0.02488,0.25,ci,ci39644616,2021-05-27T20:53:25.020Z,"4km NE of Westmorland, CA",earthquake,0.2,0.45,,4,reviewed,ci,ci
2020-10-01T03:40:49.390Z,33.0766667,-115.5881667,8.19,3.17,ml,52,44,0.03866,0.28,ci,ci39643368,2021-09-30T22:49:00.071Z,"5km NE of Westmorland, CA",earthquake,0.24,0.66,0.07,17,reviewed,ci,ci
2020-10-01T03:40:16.270Z,33.0725,-115.5976667,4.9,3.57,mlr,76,39,0.03662,0.3,ci,ci39643360,2021-09-30T23:01:44.202Z,"4km NNE of Westmorland, CA",earthquake,0.22,0.58,0.131,259,reviewed,ci,ci
2020-10-01T03:38:28.620Z,33.0646667,-115.5915,4.62,3.43,ml,47,43,0.02754,0.26,ci,ci39643344,2021-02-19T19:22:26.682Z,"4km NE of Westmorland, CA",earthquake,0.23,0.6,0.124,4,reviewed,ci,ci
2020-10-01T03:38:03.840Z,33.048,-115.6073333,3.02,3.18,ml,7,117,0.02346,0.2,ci,ci37456565,2022-03-10T19:38:51.404Z,"2km NE of Westmorland, CA",earthquake,0.48,0.73,0.102,4,reviewed,ci,ci
2020-10-01T03:37:54.500Z,33.0408333,-115.5938333,3.54,3.45,ml,31,54,0.01034,0.22,ci,ci39643336,2022-03-10T19:38:34.483Z,"3km E of Westmorland, CA",earthquake,0.26,0.45,0.095,6,reviewed,ci,ci
2020-10-01T03:37:04.380Z,33.0518333,-115.575,8.65,4.02,ml,11,90,0.01473,0.21,ci,ci37456405,2022-03-10T19:37:32.119Z,"5km ENE of Westmorland, CA",earthquake,0.48,0.83,0.148,6,reviewed,ci,ci
2020-10-01T03:36:34.130Z,33.0661667,-115.5971667,5.68,4.45,mw,64,40,0.03064,0.29,ci,ci39643328,2021-02-08T05:04:36.726Z,"4km NE of Westmorland, CA",earthquake,0.21,0.51,,6,reviewed,ci,ci
2020-10-01T03:32:57.950Z,33.0711667,-115.5986667,11.29,3.43,ml,69,39,0.03571,0.25,ci,ci39643288,2021-09-16T20:57:15.944Z,"4km NNE of Westmorland, CA",earthquake,0.18,0.35,0.123,103,reviewed,ci,ci
2020-10-01T03:31:00.900Z,33.084,-115.5898333,11.14,3.5,ml,75,55,0.0461,0.27,ci,ci39643256,2021-09-16T20:38:45.135Z,"6km NNE of Westmorland, CA",earthquake,0.21,0.4,0.114,238,reviewed,ci,ci
2020-10-01T01:47:11.160Z,33.015,-115.6121667,16.46,3.2,ml,15,94,0.03441,0.24,ci,ci37456549,2021-09-16T20:13:37.720Z,"3km SSE of Westmorland, CA",earthquake,0.53,0.81,0.075,7,reviewed,ci,ci
2020-10-01T01:46:52.040Z,33.067,-115.5868333,14.08,3.45,ml,88,43,0.02896,0.26,ci,ci39642320,2021-03-17T20:59:27.737Z,"5km NE of Westmorland, CA",earthquake,0.17,0.36,0.192,41,reviewed,ci,ci
2020-10-01T01:17:36.690Z,33.0625,-115.5885,10.9,3.46,mw,61,45,0.0248,0.26,ci,ci39641968,2021-09-16T18:44:50.335Z,"4km NE of Westmorland, CA",earthquake,0.21,0.41,,4,reviewed,ci,ci
2020-10-01T01:15:53.680Z,33.0688333,-115.6028333,7.67,3.15,ml,60,36,0.03519,0.26,ci,ci39641952,2020-12-12T22:28:27.040Z,"4km NNE of Westmorland, CA",earthquake,0.19,0.47,0.159,73,reviewed,ci,ci
2020-10-01T01:11:30.370Z,33.042,-115.5863333,4.87,3.09,ml,37,47,0.005265,0.25,ci,ci37470253,2021-03-22T14:58:40.237Z,"3km E of Westmorland, CA",earthquake,0.25,0.49,0.176,13,reviewed,ci,ci
2020-10-01T01:11:30.310Z,33.0488333,-115.5841667,7.18,3.12,ml,42,56,0.01071,0.29,ci,ci39641896,2020-12-12T22:28:27.040Z,"4km ENE of Westmorland, CA",earthquake,0.28,0.53,0.205,14,reviewed,ci,ci
2020-10-01T01:11:05.530Z,33.0413333,-115.5835,8.74,3.51,ml,39,48,0.003343,0.25,ci,ci39641888,2021-03-22T14:47:17.090Z,"4km E of Westmorland, CA",earthquake,0.23,0.62,0.233,13,reviewed,ci,ci
2020-10-01T01:10:44.840Z,33.0473333,-115.5931667,8.25,3.65,ml,24,47,0.01309,0.3,ci,ci37456509,2021-03-19T22:29:24.719Z,"3km ENE of Westmorland, CA",earthquake,0.38,0.87,0.073,3,reviewed,ci,ci
2020-10-01T01:10:33.800Z,33.0346667,-115.6603333,10.68,3.75,ml,11,86,0.06597,0.36,ci,ci37347844,2021-08-26T18:23:42.034Z,"4km W of Westmorland, CA",earthquake,0.98,1.33,0.139,3,reviewed,ci,ci
2020-10-01T01:10:25.750Z,33.0443333,-115.5928333,11.39,4.12,mw,68,46,0.01099,0.29,ci,ci39641880,2021-08-26T18:10:25.930Z,"3km ENE of Westmorland, CA",earthquake,0.21,0.43,,5,reviewed,ci,ci
2020-10-01T01:06:23.010Z,33.056,-115.5991667,9.63,3.3,ml,71,44,0.02287,0.27,ci,ci39641848,2020-12-12T22:28:27.040Z,"3km NE of Westmorland, CA",earthquake,0.19,0.47,0.158,43,reviewed,ci,ci
2020-10-01T01:05:24.390Z,33.0426667,-115.585,6.99,3.23,ml,43,47,0.005104,0.24,ci,ci37470205,2021-03-19T22:08:54.093Z,"3km E of Westmorland, CA",earthquake,0.24,0.41,0.179,7,reviewed,ci,ci
2020-10-01T01:05:05.340Z,33.0555,-115.6003333,3.46,3.41,ml,80,44,0.02313,0.3,ci,ci39641840,2021-03-19T22:39:50.727Z,"3km NE of Westmorland, CA",earthquake,0.17,0.28,0.144,34,reviewed,ci,ci
2020-10-01T01:00:14.490Z,33.0503333,-115.5915,7.23,3.09,ml,75,46,0.01449,0.27,ci,ci39641784,2021-03-19T20:33:43.922Z,"3km ENE of Westmorland, CA",earthquake,0.18,0.41,0.172,29,reviewed,ci,ci
2020-10-01T00:58:13.850Z,33.065,-115.5931667,11.07,4.09,mw,102,41,0.02829,0.28,ci,ci39641768,2021-08-26T18:04:22.670Z,"4km NE of Westmorland, CA",earthquake,0.15,0.34,,6,reviewed,ci,ci
2020-10-01T00:50:55.360Z,33.0433333,-115.5866667,8.22,3.4,ml,43,47,0.006447,0.26,ci,ci39641712,2020-12-12T22:28:26.040Z,"3km ENE of Westmorland, CA",earthquake,0.24,0.6,0.317,16,reviewed,ci,ci
2020-10-01T00:50:21.420Z,33.0556667,-115.5891667,4.9,3.22,ml,53,47,0.0184,0.25,ci,ci39641696,2020-12-12T22:28:26.040Z,"4km NE of Westmorland, CA",earthquake,0.2,0.49,0.142,204,reviewed,ci,ci
2020-10-01T00:48:06.060Z,33.0461667,-115.577,10.14,3.12,ml,40,49,0.008898,0.28,ci,ci39641672,2021-09-16T18:07:11.490Z,"4km ENE of Westmorland, CA",earthquake,0.29,0.61,0.336,10,reviewed,ci,ci
2020-10-01T00:47:18.930Z,33.0478333,-115.5895,5.06,3.35,ml,54,47,0.01148,0.25,ci,ci39641656,2020-12-12T22:28:26.040Z,"3km ENE of Westmorland, CA",earthquake,0.2,0.43,0.15,75,reviewed,ci,ci
2020-10-01T00:43:40.350Z,33.059,-115.5931667,6.03,3.01,ml,50,46,0.02274,0.27,ci,ci39641632,2020-12-12T22:28:26.040Z,"4km NE of Westmorland, CA",earthquake,0.22,0.64,0.161,55,reviewed,ci,ci
2020-10-01T00:41:34.960Z,33.0236667,-115.5776667,5.65,3.58,ml,12,224,0.01498,0.34,ci,ci37456517,2021-02-08T05:09:26.934Z,"4km ESE of Westmorland, CA",earthquake,1.13,0.75,0.078,5,reviewed,ci,ci
2020-10-01T00:41:18.390Z,33.0713333,-115.5983333,11.22,4.18,mw,68,39,0.03575,0.24,ci,ci39641616,2020-12-12T22:28:26.040Z,"4km NNE of Westmorland, CA",earthquake,0.18,0.43,,4,reviewed,ci,ci
2020-10-01T00:39:15.700Z,33.041,-115.5908333,7.46,3.07,ml,23,49,0.007978,0.25,ci,ci37457501,2021-02-19T19:22:38.020Z,"3km E of Westmorland, CA",earthquake,0.33,0.57,0.293,8,reviewed,ci,ci
2020-10-01T00:38:43.910Z,33.0378333,-115.5941667,3.03,3.33,ml,35,39,0.0103,0.23,ci,ci39641592,2021-08-25T20:56:37.003Z,"2km E of Westmorland, CA",earthquake,0.22,0.31,0.304,9,reviewed,ci,ci
2020-10-01T00:36:51.750Z,33.0498333,-115.5863333,5.53,3.01,ml,30,55,0.01212,0.21,ci,ci39641576,2021-08-18T20:47:56.634Z,"4km ENE of Westmorland, CA",earthquake,0.29,0.52,0.221,10,reviewed,ci,ci
2020-10-01T00:36:30.510Z,33.0331667,-115.587,3.74,3.45,ml,43,47,0.006639,0.26,ci,ci39641568,2021-08-18T17:52:04.738Z,"3km E of Westmorland, CA",earthquake,0.23,0.37,0.18,8,reviewed,ci,ci
2020-10-01T00:35:43.900Z,33.0443333,-115.5888333,5.73,3,ml,33,56,0.008396,0.23,ci,ci39641552,2021-03-09T23:29:50.560Z,"3km ENE of Westmorland, CA",earthquake,0.23,0.48,0.238,10,reviewed,ci,ci
2020-10-01T00:34:00.750Z,33.0283333,-115.5998333,1.71,3.7,ml,21,59,0.01802,0.33,ci,ci37456501,2020-10-07T19:47:08.282Z,"2km ESE of Westmorland, CA",earthquake,0.35,0.54,0.312,3,reviewed,ci,ci
2020-10-01T00:33:48.650Z,33.048,-115.591,5.95,3.89,ml,55,47,0.01235,0.28,ci,ci39641544,2021-08-18T17:01:45.340Z,"3km ENE of Westmorland, CA",earthquake,0.22,0.63,0.237,13,reviewed,ci,ci
2020-10-01T00:33:45.970Z,33.041,-115.5525,9.1,3.62,ml,6,204,0.02485,0.25,ci,ci37479509,2021-08-18T17:07:53.955Z,"6km E of Westmorland, CA",earthquake,1.7,0.89,0.254,3,reviewed,ci,ci
2020-10-01T00:31:27.280Z,33.0546667,-115.5906667,14.19,4.93,mw,92,46,0.01794,0.28,ci,ci39641528,2021-08-17T20:36:55.710Z,"4km NE of Westmorland, CA",earthquake,0.2,0.44,,7,reviewed,ci,ci
2020-09-30T23:58:02.300Z,33.0493333,-115.5848333,9.54,3.69,mw,92,47,0.01131,0.27,ci,ci39641288,2021-07-15T17:07:25.860Z,"4km ENE of Westmorland, CA",earthquake,0.14,0.44,,4,reviewed,ci,ci
2020-09-30T23:38:06.380Z,33.042,-115.5855,5.27,3.22,ml,44,64,0.004796,0.22,ci,ci39641112,2020-12-12T22:28:25.040Z,"3km E of Westmorland, CA",earthquake,0.26,0.49,0.169,104,reviewed,ci,ci
2020-09-30T23:34:26.010Z,33.0538333,-115.593,2.76,3.09,ml,49,46,0.01811,0.28,ci,ci39641088,2020-12-12T22:28:25.040Z,"3km NE of Westmorland, CA",earthquake,0.22,0.39,0.178,22,reviewed,ci,ci
2020-09-30T23:33:34.010Z,33.0515,-115.5905,3.25,3.24,ml,55,46,0.01505,0.25,ci,ci39641072,2021-03-19T18:29:58.352Z,"3km ENE of Westmorland, CA",earthquake,0.18,0.27,0.178,14,reviewed,ci,ci
2020-09-30T23:31:51.790Z,33.053,-115.5955,4.78,4.35,mw,97,46,0.01861,0.3,ci,ci39641064,2021-02-08T05:04:37.544Z,"3km NE of Westmorland, CA",earthquake,0.17,0.41,,4,reviewed,ci,ci
2020-09-30T23:19:48.390Z,33.0478333,-115.5911667,5.37,3.02,ml,83,47,0.01231,0.25,ci,ci39640848,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.13,0.34,0.184,30,reviewed,ci,ci
2020-09-30T23:15:30.950Z,33.0476667,-115.5966667,2.84,3.53,mw,54,46,0.01554,0.26,ci,ci39640688,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.22,0.33,,4,reviewed,ci,ci
2020-09-30T23:08:25.660Z,33.0443333,-115.5895,3.12,3.12,ml,80,46,0.008794,0.26,ci,ci39640536,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.15,0.26,0.134,149,reviewed,ci,ci
2020-09-30T23:06:02.600Z,33.045,-115.5901667,3.38,3.65,mw,82,46,0.009658,0.27,ci,ci39640528,2021-02-19T22:16:28.862Z,"3km ENE of Westmorland, CA",earthquake,0.15,0.29,,4,reviewed,ci,ci
2020-09-30T23:00:28.430Z,33.044,-115.5885,5.12,3,ml,54,47,0.007963,0.26,ci,ci39640480,2020-12-12T22:28:25.040Z,"3km ENE of Westmorland, CA",earthquake,0.19,0.43,0.179,57,reviewed,ci,ci
2020-09-27T05:38:45.791Z,35.8537,-109.1684,10,3,ml,,90,0.867,0.52,us,us6000c1um,2020-12-05T21:03:01.040Z,"5 km S of Sawmill, Arizona",earthquake,2.6,2,0.05,52,reviewed,us,us
2020-09-26T21:21:01.230Z,43.6609,-105.2393,0,3.3,ml,,76,0.984,0.41,us,us6000c1qs,2020-12-05T21:02:54.040Z,"22 km ESE of Wright, Wyoming",mining explosion,5.3,1.7,0.057,53,reviewed,us,us
2020-09-25T17:20:07.635Z,47.5927,-92.5199,0,3.1,ml,,83,0.776,0.54,us,us6000c1aw,2020-12-05T21:02:54.040Z,"7 km N of Virginia, Minnesota",mining explosion,4.8,2,0.105,12,reviewed,us,us
2020-09-25T17:10:11.370Z,33.947,-116.3955,3.29,3.65,ml,111,18,0.0127,0.17,ci,ci38703802,2020-12-05T21:02:58.040Z,"10km E of Desert Hot Springs, CA",earthquake,0.1,0.23,0.169,213,reviewed,ci,ci
2020-09-25T17:07:48.830Z,33.9491667,-116.3938333,3.42,3.02,ml,95,18,0.01502,0.16,ci,ci38703786,2020-12-05T21:02:58.040Z,"10km E of Desert Hot Springs, CA",earthquake,0.1,0.22,0.175,148,reviewed,ci,ci
2020-09-23T21:37:47.393Z,45.0675,-106.8437,0,3.2,ml,,48,1.678,0.97,us,us6000c0ac,2020-12-05T21:02:54.040Z,"30 km NE of Ranchester, Wyoming",mining explosion,4.8,1.4,0.049,63,reviewed,us,us
2020-09-23T17:21:06.810Z,47.5975,-92.7636,0,3.1,ml,,109,0.923,0.91,us,us6000c2k3,2020-12-05T21:02:54.040Z,"9 km NNW of Kinney, Minnesota",mining explosion,3.7,2,0.105,12,reviewed,us,us
2020-09-22T18:13:30.341Z,43.7808,-105.2979,0,3.6,ml,,81,0.972,0.72,us,us6000bzqj,2020-11-28T21:32:05.040Z,"15 km ENE of Wright, Wyoming",mining explosion,6.6,1.7,0.046,62,reviewed,us,us
2020-09-20T10:54:54.000Z,36.12883333,-97.59216667,7.17,3.4,ml,68,28,0,0.23,ok,ok2020snix,2020-11-28T21:31:57.040Z,"4 km SE of Marshall, Oklahoma",earthquake,,0.5,0.19,27,reviewed,ok,ok
2020-09-19T21:42:56.493Z,44.2865,-115.0948,13.39,3,ml,,66,0.301,0.57,us,us7000bqav,2020-11-28T21:31:55.040Z,"14 km WNW of Stanley, Idaho",earthquake,2,9.4,0.043,72,reviewed,us,us
2020-09-19T20:55:23.309Z,44.2739,-115.0778,13.89,3,ml,,67,0.304,0.51,us,us7000bqa6,2020-11-28T21:31:55.040Z,"12 km WNW of Stanley, Idaho",earthquake,2.5,9.2,0.04,84,reviewed,us,us
2020-09-19T17:36:24.499Z,43.4606,-105.5364,0,3,ml,,75,1.085,0.87,us,us7000bq8h,2020-11-28T21:31:54.040Z,"32 km S of Wright, Wyoming",mining explosion,5.3,1.7,0.057,41,reviewed,us,us
2020-09-18T07:02:14.987Z,44.2913,-115.1769,10,3.1,ml,,66,0.258,0.61,us,us7000bpq2,2020-11-28T21:31:50.040Z,"20 km WNW of Stanley, Idaho",earthquake,1.9,2,0.034,113,reviewed,us,us
2020-09-16T15:26:40.890Z,38.2766667,-108.9113333,0.94,3.41,ml,14,83,0.03767,0.13,uu,uu60411412,2020-11-28T21:31:45.040Z,"29 km E of La Sal, Utah",earthquake,0.28,0.55,0.167,15,reviewed,uu,uu
2020-09-14T17:15:37.143Z,44.3613,-115.186,10,3.2,ml,,62,0.307,0.8,us,us7000bn3x,2020-11-21T20:10:42.040Z,"25 km NW of Stanley, Idaho",earthquake,2.4,2,0.034,112,reviewed,us,us
2020-09-13T10:52:25.427Z,44.3719,-115.2146,15.88,3.2,ml,,63,0.304,0.33,us,us7000bmng,2020-11-21T20:10:39.040Z,"27 km NW of Stanley, Idaho",earthquake,1.3,8.7,0.035,108,reviewed,us,us
2020-09-11T20:49:03.528Z,44.3122,-115.1673,11.78,3.2,ml,,25,0.278,0.77,us,us7000bm4f,2020-11-21T20:10:37.040Z,"21 km WNW of Stanley, Idaho",earthquake,2.8,10.2,0.035,108,reviewed,us,us
2020-09-11T19:15:33.180Z,43.5288,-105.3322,0,3.2,ml,,68,1.109,0.75,us,us7000bm1r,2020-11-21T20:10:49.040Z,"27 km SSE of Wright, Wyoming",mining explosion,2.5,1.8,0.053,46,reviewed,us,us
2020-09-08T20:42:39.293Z,44.454,-115.1483,10,3,ml,,63,0.399,0.72,us,us7000bjzy,2020-11-17T19:44:57.040Z,"31 km NNW of Stanley, Idaho",earthquake,1.8,2,0.037,94,reviewed,us,us
2020-09-08T20:38:02.936Z,44.4503,-115.1848,13.11,3.2,ml,,62,0.383,0.68,us,us7000bjzs,2020-11-17T19:44:57.040Z,"32 km NW of Stanley, Idaho",earthquake,2.3,10,0.034,111,reviewed,us,us
